text,sentiment
"Worst purchase ever, regret buying 900",Negative
I love this product! It's amazing! 901,Positive
"Great experience, highly recommended 901",Positive
"Wonderful service, very satisfied 901",Positive
"Excellent quality, best purchase ever 901",Positive
"Fantastic, I'm so happy with this 901",Positive
"Terrible product, waste of money 901",Negative
"Very disappointed, not worth it 901",Negative
"Bad experience, would not recommend 901",Negative
"Poor quality, very unhappy 901",Negative
"Worst purchase ever, regret buying 901",Negative
I love this product! It's amazing! 902,Positive
"Great experience, highly recommended 902",Positive
"Wonderful service, very satisfied 902",Positive
"Excellent quality, best purchase ever 902",Positive
"Fantastic, I'm so happy with this 902",Positive
"Terrible product, waste of money 902",Negative
"Very disappointed, not worth it 902",Negative
"Bad experience, would not recommend 902",Negative
"Poor quality, very unhappy 902",Negative
"Worst purchase ever, regret buying 902",Negative
I love this product! It's amazing! 903,Positive
"Great experience, highly recommended 903",Positive
"Wonderful service, very satisfied 903",Positive
"Excellent quality, best purchase ever 903",Positive
"Fantastic, I'm so happy with this 903",Positive
"Terrible product, waste of money 903",Negative
"Very disappointed, not worth it 903",Negative
"Bad experience, would not recommend 903",Negative
"Poor quality, very unhappy 903",Negative
"Worst purchase ever, regret buying 903",Negative
I love this product! It's amazing! 904,Positive
"Great experience, highly recommended 904",Positive
"Wonderful service, very satisfied 904",Positive
"Excellent quality, best purchase ever 904",Positive
"Fantastic, I'm so happy with this 904",Positive
"Terrible product, waste of money 904",Negative
"Very disappointed, not worth it 904",Negative
"Bad experience, would not recommend 904",Negative
"Poor quality, very unhappy 904",Negative
"Worst purchase ever, regret buying 904",Negative
I love this product! It's amazing! 905,Positive
"Great experience, highly recommended 905",Positive
"Wonderful service, very satisfied 905",Positive
"Excellent quality, best purchase ever 905",Positive
"Fantastic, I'm so happy with this 905",Positive
"Terrible product, waste of money 905",Negative
"Very disappointed, not worth it 905",Negative
"Bad experience, would not recommend 905",Negative
"Poor quality, very unhappy 905",Negative
"Worst purchase ever, regret buying 905",Negative
I love this product! It's amazing! 906,Positive
"Great experience, highly recommended 906",Positive
"Wonderful service, very satisfied 906",Positive
"Excellent quality, best purchase ever 906",Positive
"Fantastic, I'm so happy with this 906",Positive
"Terrible product, waste of money 906",Negative
"Very disappointed, not worth it 906",Negative
"Bad experience, would not recommend 906",Negative
"Poor quality, very unhappy 906",Negative
"Worst purchase ever, regret buying 906",Negative
I love this product! It's amazing! 907,Positive
"Great experience, highly recommended 907",Positive
"Wonderful service, very satisfied 907",Positive
"Excellent quality, best purchase ever 907",Positive
"Fantastic, I'm so happy with this 907",Positive
"Terrible product, waste of money 907",Negative
"Very disappointed, not worth it 907",Negative
"Bad experience, would not recommend 907",Negative
"Poor quality, very unhappy 907",Negative
"Worst purchase ever, regret buying 907",Negative
I love this product! It's amazing! 908,Positive
"Great experience, highly recommended 908",Positive
"Wonderful service, very satisfied 908",Positive
"Excellent quality, best purchase ever 908",Positive
"Fantastic, I'm so happy with this 908",Positive
"Terrible product, waste of money 908",Negative
"Very disappointed, not worth it 908",Negative
"Bad experience, would not recommend 908",Negative
"Poor quality, very unhappy 908",Negative
"Worst purchase ever, regret buying 908",Negative
I love this product! It's amazing! 909,Positive
"Great experience, highly recommended 909",Positive
"Wonderful service, very satisfied 909",Positive
"Excellent quality, best purchase ever 909",Positive
"Fantastic, I'm so happy with this 909",Positive
"Terrible product, waste of money 909",Negative
"Very disappointed, not worth it 909",Negative
"Bad experience, would not recommend 909",Negative
"Poor quality, very unhappy 909",Negative
"Worst purchase ever, regret buying 909",Negative
I love this product! It's amazing! 910,Positive
"Great experience, highly recommended 910",Positive
"Wonderful service, very satisfied 910",Positive
"Excellent quality, best purchase ever 910",Positive
"Fantastic, I'm so happy with this 910",Positive
"Terrible product, waste of money 910",Negative
"Very disappointed, not worth it 910",Negative
"Bad experience, would not recommend 910",Negative
"Poor quality, very unhappy 910",Negative
"Worst purchase ever, regret buying 910",Negative
I love this product! It's amazing! 911,Positive
"Great experience, highly recommended 911",Positive
"Wonderful service, very satisfied 911",Positive
"Excellent quality, best purchase ever 911",Positive
"Fantastic, I'm so happy with this 911",Positive
"Terrible product, waste of money 911",Negative
"Very disappointed, not worth it 911",Negative
"Bad experience, would not recommend 911",Negative
"Poor quality, very unhappy 911",Negative
"Worst purchase ever, regret buying 911",Negative
I love this product! It's amazing! 912,Positive
"Great experience, highly recommended 912",Positive
"Wonderful service, very satisfied 912",Positive
"Excellent quality, best purchase ever 912",Positive
"Fantastic, I'm so happy with this 912",Positive
"Terrible product, waste of money 912",Negative
"Very disappointed, not worth it 912",Negative
"Bad experience, would not recommend 912",Negative
"Poor quality, very unhappy 912",Negative
"Worst purchase ever, regret buying 912",Negative
I love this product! It's amazing! 913,Positive
"Great experience, highly recommended 913",Positive
"Wonderful service, very satisfied 913",Positive
"Excellent quality, best purchase ever 913",Positive
"Fantastic, I'm so happy with this 913",Positive
"Terrible product, waste of money 913",Negative
"Very disappointed, not worth it 913",Negative
"Bad experience, would not recommend 913",Negative
"Poor quality, very unhappy 913",Negative
"Worst purchase ever, regret buying 913",Negative
I love this product! It's amazing! 914,Positive
"Great experience, highly recommended 914",Positive
"Wonderful service, very satisfied 914",Positive
"Excellent quality, best purchase ever 914",Positive
"Fantastic, I'm so happy with this 914",Positive
"Terrible product, waste of money 914",Negative
"Very disappointed, not worth it 914",Negative
"Bad experience, would not recommend 914",Negative
"Poor quality, very unhappy 914",Negative
"Worst purchase ever, regret buying 914",Negative
I love this product! It's amazing! 915,Positive
"Great experience, highly recommended 915",Positive
"Wonderful service, very satisfied 915",Positive
"Excellent quality, best purchase ever 915",Positive
"Fantastic, I'm so happy with this 915",Positive
"Terrible product, waste of money 915",Negative
"Very disappointed, not worth it 915",Negative
"Bad experience, would not recommend 915",Negative
"Poor quality, very unhappy 915",Negative
"Worst purchase ever, regret buying 915",Negative
I love this product! It's amazing! 916,Positive
"Great experience, highly recommended 916",Positive
"Wonderful service, very satisfied 916",Positive
"Excellent quality, best purchase ever 916",Positive
"Fantastic, I'm so happy with this 916",Positive
"Terrible product, waste of money 916",Negative
"Very disappointed, not worth it 916",Negative
"Bad experience, would not recommend 916",Negative
"Poor quality, very unhappy 916",Negative
"Worst purchase ever, regret buying 916",Negative
I love this product! It's amazing! 917,Positive
"Great experience, highly recommended 917",Positive
"Wonderful service, very satisfied 917",Positive
"Excellent quality, best purchase ever 917",Positive
"Fantastic, I'm so happy with this 917",Positive
"Terrible product, waste of money 917",Negative
"Very disappointed, not worth it 917",Negative
"Bad experience, would not recommend 917",Negative
"Poor quality, very unhappy 917",Negative
"Worst purchase ever, regret buying 917",Negative
I love this product! It's amazing! 918,Positive
"Great experience, highly recommended 918",Positive
"Wonderful service, very satisfied 918",Positive
"Excellent quality, best purchase ever 918",Positive
"Fantastic, I'm so happy with this 918",Positive
"Terrible product, waste of money 918",Negative
"Very disappointed, not worth it 918",Negative
"Bad experience, would not recommend 918",Negative
"Poor quality, very unhappy 918",Negative
"Worst purchase ever, regret buying 918",Negative
I love this product! It's amazing! 919,Positive
"Great experience, highly recommended 919",Positive
"Wonderful service, very satisfied 919",Positive
"Excellent quality, best purchase ever 919",Positive
